record_uid,subject_id,exercise,labelled_reps,n_samples,duration_s,sample_rate_hz,seconds_per_labelled_rep,accel_mag_mean_g,accel_mag_std_g,accel_dynamic_rms_g,gyro_mag_rms_dps,dominant_accel_range_g,tempo_period_s,accel_x_g_rms,accel_y_g_rms,accel_z_g_rms,gyro_x_dps_rms,gyro_y_dps_rms,gyro_z_dps_rms
singleonly_subject073_Lateral_Raise_record0001,17,Lateral Raise,15,2089,41.75968919321218,50.00037213733366,2.783979279547479,1.0030523016266806,0.1858307280744518,0.18585579367321614,124.9612656910248,2.1280980975363635,2.76,0.6641121850147053,0.7183471736463637,0.2891008874502751,25.308513748126025,57.27119823477452,108.14253052207057
singleonly_subject074_Lateral_Raise_record0001,551,Lateral Raise,15,2443,48.83973489248524,50.00027140556285,3.255982326165683,0.978629890060884,0.13238453330681732,0.1340982708974047,91.21975727683699,2.046716104158816,3.9,0.794499507932314,0.5419056051431166,0.22439022569894854,24.9914173165341,50.26388063223609,71.90281970788223
singleonly_subject075_Lateral_Raise_record0001,547,Lateral Raise,15,1411,28.199988928672497,50.00001963002101,1.8799992619114998,0.9761363656479679,0.27335193221481746,0.27439160316974287,139.74718437930636,1.9172141378910232,1.82,0.6373203637724454,0.7196959607346598,0.32159595956599146,65.29390131143425,96.81153519228064,76.7691907420571
singleonly_subject076_Lateral_Raise_record0001,454,Lateral Raise,15,1196,23.89994915218176,50.000106376415104,1.5933299434787842,1.055543055952777,0.25351896210974245,0.2595320697212087,169.92265440103054,1.9619656069289173,1.56,0.784439015575183,0.7126743062730219,0.234933546223252,31.577341767672426,139.5250962725762,91.70238533270555
singleonly_subject077_Lateral_Raise_record0001,556,Lateral Raise,15,2612,52.21997981227207,50.00001932950568,3.481331987484805,1.0201123232120497,0.17811381507269178,0.17924574378415517,110.81028234054531,2.279365329307323,3.46,0.7816032955712655,0.6360040798181166,0.23863943910360313,28.320653896060715,60.697589339637354,88.27605498461999
singleonly_subject078_Lateral_Raise_record0001,559,Lateral Raise,10,1431,28.599917568956755,50.00014411063082,2.8599917568956754,1.0192979035882739,0.18784350190456248,0.1888321749349715,100.70969695778392,1.901923700400981,2.94,0.7893456996532615,0.5091868840228662,0.43808159176711226,23.93107344971496,75.23044075463149,62.53101285551757
singleonly_subject078_Lateral_Raise_record0002,559,Lateral Raise,10,1385,27.679920220584734,50.00014411063079,2.7679920220584733,1.0296096206170386,0.19450914542976805,0.19674993593112958,109.43299993742812,2.0747645070845055,2.8,0.7952920589113781,0.5613644842640111,0.38769863987700875,28.62687440901365,79.67232193730501,69.34266114012446
singleonly_subject079_Lateral_Raise_record0001,555,Lateral Raise,20,1909,38.159838373570494,50.00021177556876,1.9079919186785248,1.0577864976758296,0.3444801977461811,0.3492934095468832,130.23258300188306,1.823008633044306,1.94,0.8985477628831582,0.583604233335441,0.2993274092948551,52.842032854336566,90.34910571393543,77.49376965831316
singleonly_subject080_Lateral_Raise_record0001,560,Lateral Raise,15,1996,39.89979548758674,50.00025628253323,2.6599863658391163,1.075745598633708,0.11115285882048839,0.1345078203538597,82.85506587842579,1.21122478874166,2.52,0.9172048727280441,0.5574372401007128,0.13259900375415595,52.287297747691596,44.42626143980469,46.44682691470589
singleonly_subject081_Lateral_Raise_record0001,536,Lateral Raise,12,1361,27.199990099802562,50.00001819889897,2.2666658416502137,1.0167804886602962,0.16665156339423295,0.1674942637269121,129.97923233023053,2.1963158777924074,2.3,0.7081349602432033,0.741219331945104,0.10370190805488236,23.573721869717353,18.318696193147954,126.50417322819199
singleonly_subject081_Lateral_Raise_record0002,536,Lateral Raise,10,1041,20.799992429261238,50.00001819889788,2.0799992429261236,1.019594485685415,0.16822828761423989,0.16936558275781818,124.28470614225249,2.0389110921849483,2.12,0.7085181856242555,0.7455543618539018,0.10012165676845558,33.4532561430434,19.31514017085266,118.12913778773759
singleonly_subject082_Lateral_Raise_record0001,567,Lateral Raise,19,2494,49.8597641419438,50.00023652143192,2.6241981127338843,1.0623933790556226,0.21009043620558232,0.2191595882799346,125.5459490429399,2.238068265964218,2.64,0.757462984399304,0.7429826539876452,0.21689694876749674,26.466703881218574,91.41726160664044,81.8790766136222
singleonly_subject083_Lateral_Raise_record0001,509,Lateral Raise,15,3254,65.05997743776845,50.000017339562994,4.3373318291845635,1.0068098965347054,0.0886173126570119,0.08887858455985893,63.462322906012865,1.6173359329856591,4.34,0.749661641640881,0.6416941831148971,0.21852961875127777,26.852242243962465,15.077547934238506,55.489558147360874
singleonly_subject085_Lateral_Raise_record0001,530,Lateral Raise,14,1874,37.45956973191505,50.00057430996675,2.6756835522796467,0.9995820380937134,0.21426133470871045,0.21426174236973142,111.7578424620894,1.930585082249172,2.7,0.7179940254602393,0.6678586969583792,0.28900088361663706,30.01481468670238,32.804354425280366,102.53194907854184
singleonly_subject088_Lateral_Raise_record0001,561,Lateral Raise,15,1717,34.31971480525573,50.00041549696128,2.2879809870170487,1.073640514723983,0.16202899657859982,0.1779784288645145,94.49540290556293,1.1801551423285837,2.3,0.6376893934792682,0.8350949298465602,0.27372622486283354,29.34880731099349,76.85087388268235,46.49700918526801
