record_uid,subject_id,axis,rep_index,labelled_reps,detected_reps,push_duration_s,half,rise_fraction,progress_rate_per_s,dynamic_accel_rms_g,mean_abs_dynamic_accel_g,peak_dynamic_accel_g
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,10,22,22,1.16,second,0.41811875963436085,0.7208944131626912,0.15269256259359362,0.13782976406144884,0.2743022777984405
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,11,22,22,1.14,first,0.7257107257198381,1.2731767117891897,0.19112831339309272,0.16315255869229686,0.3748038748772834
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,11,22,22,1.14,second,0.2742892742801619,0.48120925312309115,0.1544183073430197,0.1468449631799275,0.248802552726336
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,12,22,22,1.16,first,0.6027874483685395,1.039288704083689,0.17405984525574,0.1417752014116203,0.2768536588555084
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,12,22,22,1.16,second,0.3972125516314605,0.6848492269507941,0.1630771222912443,0.14979316589777927,0.27947889841203155
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,13,22,22,1.12,first,0.5236480560563975,0.935085814386424,0.19796325539316575,0.1748141612012292,0.34917012407621173
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,13,22,22,1.12,second,0.4763519439436025,0.8506284713278615,0.17654275639075645,0.15992925019192147,0.2832074029199938
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,14,22,22,1.26,first,0.657383148506549,1.0434653150897604,0.17211423344559929,0.13336109596723186,0.36497332647722247
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,14,22,22,1.26,second,0.342616851493451,0.543836272211827,0.13618481059058526,0.11596912092208793,0.22658902133636616
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,15,22,22,1.16,first,0.6537427944684541,1.1271427490835415,0.1932569982360571,0.1625405662480797,0.39609764852210405
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,15,22,22,1.16,second,0.34625720553154593,0.5969951819509413,0.17818244939989772,0.16828229821252544,0.29132112238769703
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,16,22,22,1.12,first,0.5868089470510065,1.0478731197339402,0.17860266295985186,0.14872836027700803,0.3212598356367682
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,16,22,22,1.12,second,0.4131910529489935,0.7378411659803454,0.1552095825110893,0.1336722255609338,0.3083127902638798
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,17,22,22,0.98,first,0.7573477355204418,1.5456076235111056,0.1328976367202994,0.09130641736407359,0.4716057788089497
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,17,22,22,0.98,second,0.24265226447955823,0.4952087030195066,0.13123506598592746,0.11882117690666753,0.2344230286178708
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,18,22,22,1.08,first,0.6008210488800088,1.1126315720000162,0.1857152061132391,0.14887384850651067,0.4236723267665259
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,18,22,22,1.08,second,0.39917895111999124,0.7392202798518356,0.16323307496069675,0.14904862414597567,0.27735981061108195
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,19,22,22,0.94,first,0.7612581126892793,1.6196981121048497,0.16725496629689962,0.11168235520335723,0.5028150254890119
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,19,22,22,0.94,second,0.23874188731072066,0.5079614623632355,0.1513541973981897,0.14122513307011408,0.2376617133097747
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,20,22,22,1.16,first,0.5917680020155266,1.0202896586474597,0.17611317513744154,0.14336542176377118,0.40792628321750046
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,20,22,22,1.16,second,0.4082319979844734,0.7038482723870232,0.14264310959826887,0.12982394349172502,0.2692750620316817
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,21,22,22,1.2,first,0.6309374596216853,1.051562432702809,0.1325681018168787,0.10260550285615025,0.23837602231953114
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,21,22,22,1.2,second,0.36906254037831465,0.6151042339638578,0.12296898707868567,0.11362533320809277,0.2145033098499627
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,22,22,22,0.76,first,0.763805933642868,2.0100156148496526,0.07477935919737766,0.05857447786865139,0.23729375277231968
singleonly_subject033_Chest_Press_(rack)_record0001,502,accel_x_g,22,22,22,0.76,second,0.23619406635713203,0.6215633325187685,0.04989863048690624,0.04280645490333785,0.12498787843199266
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,1,19,18,0.88,first,0.2041636180797679,0.4640082229085634,0.17046177686731623,0.15214741225807674,0.3150471347442465
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,1,19,18,0.88,second,0.7958363819202321,1.8087190498187093,0.1719527710365563,0.14320013824018848,0.3526049488889267
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,2,19,18,1.1,first,0.415409352259711,0.7552897313812926,0.14956284687355217,0.12668188853737358,0.2702201670599309
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,2,19,18,1.1,second,0.584590647740289,1.0628920868005254,0.1784859510648279,0.15114347127112215,0.3600952732385778
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,3,19,18,0.9,first,0.39691562014653786,0.8820347114367508,0.16242126577382046,0.13565827288946233,0.318498334920012
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,3,19,18,0.9,second,0.6030843798534622,1.3401875107854715,0.15817566096366528,0.13200470216249935,0.41678831050126797
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,4,19,18,0.96,first,0.19647254616203336,0.40931780450423616,0.14472272139340048,0.13008358207416607,0.2529777071851651
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,4,19,18,0.96,second,0.8035274538379666,1.6740155288290972,0.15414602973433822,0.12815616199811763,0.3390826216991869
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,5,19,18,1.1,first,0.4015506758399379,0.7300921378907962,0.13515321929730037,0.10663292482687596,0.2989984089096335
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,5,19,18,1.1,second,0.5984493241600621,1.088089680291022,0.20737121241126222,0.18560654634729953,0.3534474756963275
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,6,19,18,0.82,first,0.25754997112228256,0.6281706612738599,0.11157595624660815,0.09732509244944966,0.21613626192412827
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,6,19,18,0.82,second,0.7424500288777174,1.8108537289700426,0.1715286001502775,0.15288923528231138,0.3250959447078028
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,7,19,18,0.88,first,0.48542044684586766,1.103228288286063,0.10756561799240645,0.08505558501646045,0.26076194057049573
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,7,19,18,0.88,second,0.5145795531541324,1.16949898444121,0.15700763468360984,0.1385432116930046,0.3138878434670884
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,8,19,18,0.94,first,0.3649110085069806,0.7764064010786822,0.1512349393367425,0.14130188468491342,0.2588735679676152
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,8,19,18,0.94,second,0.6350889914930193,1.3512531733894029,0.1750807592955606,0.14521997826604735,0.3562928870451718
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,9,19,18,0.96,first,0.6312363216218103,1.3150756700454382,0.1506449116929887,0.1336301735646538,0.3075459203203734
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,9,19,18,0.96,second,0.3687636783781897,0.7682576632878952,0.2143512440724629,0.17711887120204445,0.4089608634031756
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,10,19,18,0.84,first,0.42233372725202606,1.005556493457205,0.12315027601662108,0.09398454661489598,0.3178737740313782
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,10,19,18,0.84,second,0.577666272747974,1.3753958874951762,0.2088952866231507,0.18665016749337468,0.38354412281388983
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,11,19,18,0.9,first,0.4399905909380931,0.9777568687513181,0.13981309949542312,0.12158253923133178,0.28416841832794304
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,11,19,18,0.9,second,0.5600094090619069,1.2444653534709043,0.18609897989554255,0.16511535697904803,0.4323116359279413
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,12,19,18,1.14,first,0.2763656171399173,0.4848519598945918,0.1481816876794945,0.12821684875899894,0.30821018940565426
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,12,19,18,1.14,second,0.7236343828600826,1.2695340050176889,0.17944093776079864,0.15480758781220516,0.3714789404931347
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,13,19,18,0.76,first,0.46016333998903963,1.2109561578658938,0.1282154392564932,0.10631544864716996,0.2644633974360979
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,13,19,18,0.76,second,0.5398366600109603,1.4206227895025272,0.21110606030093831,0.1805555513185139,0.39232216291546207
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,14,19,18,1.02,first,0.4017781285494975,0.7878002520578382,0.18356568659807115,0.15195064301829747,0.3942380464121711
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,14,19,18,1.02,second,0.5982218714505025,1.1729840616676521,0.23361615959283377,0.19120634548096432,0.4621907965956211
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,15,19,18,1.04,first,0.35320430050339885,0.6792390394296132,0.17290907353976856,0.14879184586798042,0.34860045188020305
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,15,19,18,1.04,second,0.6467956994966011,1.2438378836473098,0.14038229556695558,0.11240464376238758,0.3092638975182407
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,16,19,18,0.84,first,0.467174306152998,1.1123197765547572,0.1703728465080402,0.1425622028589331,0.3450797240746649
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,16,19,18,0.84,second,0.532825693847002,1.2686326043976237,0.14751719145822867,0.11721426189458171,0.3459823536975819
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,17,19,18,1.02,first,0.5171525484834198,1.0140246048694506,0.16932683094260242,0.1403149010624285,0.40024135786685566
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,17,19,18,1.02,second,0.48284745151658015,0.9467597088560394,0.19737050557983837,0.16761531347436112,0.36790690106084
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,18,19,18,1.04,first,0.3343903924375954,0.6430584469953757,0.19479544731719384,0.16153835867461466,0.4057302358706256
singleonly_subject035_Chest_Press_(rack)_record0001,512,accel_y_g,18,19,18,1.04,second,0.6656096075624046,1.2800184760815474,0.20220154859253547,0.16703006958163769,0.3623269945093539
singleonly_subject052_Chest_Press_(rack)_record0001,526,accel_y_g,1,10,8,1.12,first,0.3413404573876958,0.6095365310494567,0.16865627261628532,0.15450125474160112,0.29054888313506466
singleonly_subject052_Chest_Press_(rack)_record0001,526,accel_y_g,1,10,8,1.12,second,0.6586595426123042,1.1761777546648289,0.07820543116021453,0.06635510505969222,0.14829210891229627
singleonly_subject052_Chest_Press_(rack)_record0001,526,accel_y_g,2,10,8,0.78,first,0.19791950631780342,0.5074859136353934,0.156329665768224,0.1502635524242587,0.2572609532750374
singleonly_subject052_Chest_Press_(rack)_record0001,526,accel_y_g,2,10,8,0.78,second,0.8020804936821966,2.056616650467171,0.07841713858227924,0.06375752172234626,0.18287477392500828
singleonly_subject052_Chest_Press_(rack)_record0001,526,accel_y_g,3,10,8,1.76,first,0.7883120913162142,0.8958091946775161,0.15699825937436995,0.1375985037956032,0.3753785442781874
singleonly_subject052_Chest_Press_(rack)_record0001,526,accel_y_g,3,10,8,1.76,second,0.21168790868378584,0.24055444168612028,0.1296520556064491,0.11162413219114974,0.2742860300488328
singleonly_subject052_Chest_Press_(rack)_record0001,526,accel_y_g,4,10,8,0.72,first,0.24403505408066442,0.6778751502240679,0.1733689023788702,0.16223023716039636,0.30397971079698216
singleonly_subject052_Chest_Press_(rack)_record0001,526,accel_y_g,4,10,8,0.72,second,0.7559649459193356,2.09990262755371,0.06869516541392572,0.060933134920919,0.11926865379324636
singleonly_subject052_Chest_Press_(rack)_record0001,526,accel_y_g,5,10,8,0.82,first,0.22947670706278106,0.5596992855189782,0.1320067464417741,0.1165115476965699,0.2826906102486415
singleonly_subject052_Chest_Press_(rack)_record0001,526,accel_y_g,5,10,8,0.82,second,0.770523292937219,1.8793251047249244,0.06530336389881265,0.05475368112963551,0.1342656362979544
singleonly_subject052_Chest_Press_(rack)_record0001,526,accel_y_g,6,10,8,0.5,first,0.4357935515805003,1.7431742063220013,0.12805182493692008,0.11411749467698398,0.21289525469627524
singleonly_subject052_Chest_Press_(rack)_record0001,526,accel_y_g,6,10,8,0.5,second,0.5642064484194997,2.256825793677999,0.0725883928791074,0.06421757338487885,0.12447271957520378
singleonly_subject052_Chest_Press_(rack)_record0001,526,accel_y_g,7,10,8,0.84,first,0.3247470196098043,0.7732071895471531,0.1262167632660922,0.09835846066312626,0.31885815139033813
singleonly_subject052_Chest_Press_(rack)_record0001,526,accel_y_g,7,10,8,0.84,second,0.6752529803901957,1.6077451914052279,0.10731808495760545,0.08827485968804778,0.32227305132691964
singleonly_subject052_Chest_Press_(rack)_record0001,526,accel_y_g,8,10,8,1.38,first,0.28436807774943595,0.41212764891222603,0.11282221785025491,0.09521433981462653,0.2735031156918335
singleonly_subject052_Chest_Press_(rack)_record0001,526,accel_y_g,8,10,8,1.38,second,0.715631922250564,1.0371477134066147,0.07452003853306112,0.05834053664848632,0.1847619137967249
singleonly_subject052_Chest_Press_(rack)_record0002,526,accel_y_g,1,10,7,1.54,first,0.8865617361587126,1.1513788781281982,0.20166140103683922,0.14177801923131994,1.007020782051196
singleonly_subject052_Chest_Press_(rack)_record0002,526,accel_y_g,1,10,7,1.54,second,0.11343826384128741,0.14732242057310052,0.1223099841877351,0.08897776930310397,0.2839254250200869
singleonly_subject052_Chest_Press_(rack)_record0002,526,accel_y_g,2,10,7,1.74,first,0.9348087757969035,1.0744928457435672,0.1442474187087298,0.12444608250791554,0.29288174730171856
singleonly_subject052_Chest_Press_(rack)_record0002,526,accel_y_g,2,10,7,1.74,second,0.06519122420309653,0.07493244161275464,0.1211740337366504,0.08636396557391934,0.2615773152011349
singleonly_subject052_Chest_Press_(rack)_record0002,526,accel_y_g,3,10,7,1.82,first,0.688860304768951,0.7569893458999462,0.13928178504492736,0.12350167735816528,0.25692665811480053
singleonly_subject052_Chest_Press_(rack)_record0002,526,accel_y_g,3,10,7,1.82,second,0.311139695231049,0.34191175300115273,0.11579491746866363,0.08548906975230285,0.25873528379055877
singleonly_subject052_Chest_Press_(rack)_record0002,526,accel_y_g,4,10,7,1.72,first,0.8621775091766681,1.0025319874147305,0.155552613298423,0.1337499175699591,0.5052419984619749
singleonly_subject052_Chest_Press_(rack)_record0002,526,accel_y_g,4,10,7,1.72,second,0.13782249082333187,0.16025871025968821,0.11795688874097343,0.09028796973407324,0.2370658508174388
singleonly_subject052_Chest_Press_(rack)_record0002,526,accel_y_g,5,10,7,1.88,first,0.8550901146584088,0.9096703347429881,0.12488709581896862,0.10877702754647701,0.34400408999172916
singleonly_subject052_Chest_Press_(rack)_record0002,526,accel_y_g,5,10,7,1.88,second,0.14490988534159122,0.1541594524910545,0.11652634984976126,0.08618603029503578,0.2582193559475683
singleonly_subject052_Chest_Press_(rack)_record0002,526,accel_y_g,6,10,7,1.82,first,0.8675735730900139,0.9533775528461691,0.13737709885398,0.11642430911475271,0.37223480801923525
singleonly_subject052_Chest_Press_(rack)_record0002,526,accel_y_g,6,10,7,1.82,second,0.13242642690998607,0.14552354605492976,0.10229216926990153,0.07563503076287341,0.26459147643089054
singleonly_subject052_Chest_Press_(rack)_record0002,526,accel_y_g,7,10,7,2.32,first,0.697720817151978,0.60148346306205,0.14817930977951269,0.13398140940011952,0.2985602527215422
singleonly_subject052_Chest_Press_(rack)_record0002,526,accel_y_g,7,10,7,2.32,second,0.302279182848022,0.2605855024551914,0.0968669189221702,0.07526436104219696,0.23679812099417208
singleonly_subject052_Chest_Press_(rack)_record0003,526,accel_y_g,1,10,9,1.8,first,0.8835109154305892,0.9816787949228769,0.17417057487565749,0.14598509264449464,0.7205682813931744
singleonly_subject052_Chest_Press_(rack)_record0003,526,accel_y_g,1,10,9,1.8,second,0.11648908456941076,0.12943231618823417,0.10792234526955305,0.07924258262402036,0.24980719290591802
singleonly_subject052_Chest_Press_(rack)_record0003,526,accel_y_g,2,10,9,1.8,first,0.9178148206373247,1.019794245152583,0.11369103990565335,0.0983708540125555,0.24347197326352266
singleonly_subject052_Chest_Press_(rack)_record0003,526,accel_y_g,2,10,9,1.8,second,0.08218517936267533,0.09131686595852814,0.11933559962633815,0.09493436554840674,0.24466708294116035
singleonly_subject052_Chest_Press_(rack)_record0003,526,accel_y_g,3,10,9,1.7,first,0.8269493852711919,0.972881629730814,0.11514152681130364,0.09759775662532723,0.2518602101976407
singleonly_subject052_Chest_Press_(rack)_record0003,526,accel_y_g,3,10,9,1.7,second,0.17305061472880812,0.20358895850448014,0.12379174977397596,0.08852326671861575,0.26995438623537216
singleonly_subject052_Chest_Press_(rack)_record0003,526,accel_y_g,4,10,9,1.8,first,0.8987906203215644,0.9986562448017382,0.14778355185086037,0.13236693747347858,0.2638989532527528
singleonly_subject052_Chest_Press_(rack)_record0003,526,accel_y_g,4,10,9,1.8,second,0.10120937967843557,0.11245486630937286,0.10825058151958879,0.0748409419514432,0.2588162363947857
singleonly_subject052_Chest_Press_(rack)_record0003,526,accel_y_g,5,10,9,0.94,first,0.29733195006230484,0.6326211703453295,0.15232137562808512,0.13005786678522283,0.2653026549195956
singleonly_subject052_Chest_Press_(rack)_record0003,526,accel_y_g,5,10,9,0.94,second,0.7026680499376952,1.4950384041227558,0.044766190620972764,0.034780249268846174,0.12589847894851636
singleonly_subject052_Chest_Press_(rack)_record0003,526,accel_y_g,6,10,9,0.84,first,0.287063973135068,0.6834856503215905,0.13391362240176258,0.11093911612957388,0.28638850774179647
singleonly_subject052_Chest_Press_(rack)_record0003,526,accel_y_g,6,10,9,0.84,second,0.7129360268649321,1.6974667306307907,0.07123082903867596,0.057494775450991575,0.15474443858635567
singleonly_subject052_Chest_Press_(rack)_record0003,526,accel_y_g,7,10,9,0.76,first,0.4464295455348166,1.1748145935126753,0.12527180539849012,0.10189562170185176,0.281519568843402
singleonly_subject052_Chest_Press_(rack)_record0003,526,accel_y_g,7,10,9,0.76,second,0.5535704544651834,1.4567643538557458,0.03588113653993298,0.02352455996143448,0.130685920074882
singleonly_subject052_Chest_Press_(rack)_record0003,526,accel_y_g,8,10,9,1.3,first,0.45118486336936564,0.6941305590297933,0.1306854481467481,0.10305823486136416,0.2995843849423996
singleonly_subject052_Chest_Press_(rack)_record0003,526,accel_y_g,8,10,9,1.3,second,0.5488151366306344,0.8443309794317452,0.1115405324488637,0.08470019894882555,0.263767733786641
singleonly_subject052_Chest_Press_(rack)_record0003,526,accel_y_g,9,10,9,0.28,first,0.32342666004079174,2.3101904288627977,0.06966612626087856,0.053706336515320995,0.16344471716311393
singleonly_subject052_Chest_Press_(rack)_record0003,526,accel_y_g,9,10,9,0.28,second,0.6765733399592082,4.832666713994344,0.059410205388212116,0.04759755096645806,0.16787384185428822
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,1,15,14,2.08,first,0.3594260028055298,0.34560192577454785,0.10928314575467314,0.09827637005094594,0.310242687435361
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,1,15,14,2.08,second,0.6405739971944702,0.6159365357639136,0.07324027850626788,0.061548730307995236,0.1467210331981077
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,2,15,14,1.82,first,0.18272331414725385,0.20079485071126796,0.11186659133898817,0.10808659664525862,0.15728348073209597
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,2,15,14,1.82,second,0.8172766858527462,0.8981062481898309,0.06834274500181357,0.06030025487922606,0.11826844282652704
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,3,15,14,1.02,first,0.42535103578515654,0.8340216387944246,0.051219495709355335,0.04528778694765126,0.094272161053635
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,3,15,14,1.02,second,0.5746489642148435,1.1267626749310655,0.07319158191205416,0.05950676243185943,0.17033408039071696
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,4,15,14,2.16,first,0.14691987993030498,0.1360369258613935,0.11230436720990848,0.109027515364045,0.16869212752257812
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,4,15,14,2.16,second,0.853080120069695,0.7898890000645323,0.056797927273901226,0.04582118071730721,0.1337020474833691
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,5,15,14,2.48,first,0.2606229034853622,0.2101797608752921,0.08953614800581726,0.08723302194023497,0.13359978454548616
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,5,15,14,2.48,second,0.7393770965146378,0.5962718520279338,0.07144794688268007,0.0627412112424092,0.15188269005715693
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,6,15,14,2.56,first,0.3195357025412106,0.2496372676103208,0.10577522166146427,0.09989030878700256,0.2496965436124523
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,6,15,14,2.56,second,0.6804642974587893,0.5316127323896792,0.07033499093086384,0.06273633531580108,0.1634599696498822
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,7,15,14,2.36,first,0.20280251427407986,0.17186653752040668,0.10353751662580761,0.10042520981678714,0.17325636653996712
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,7,15,14,2.36,second,0.7971974857259201,0.6755910895982374,0.053992616306505335,0.04658306642049769,0.11680256131120337
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,8,15,14,2.62,first,0.3022531135897636,0.23072756762577373,0.09796074927633328,0.09556175955704212,0.14849153036492346
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,8,15,14,2.62,second,0.6977468864102364,0.5326312110001804,0.0671601115219686,0.056127632388644606,0.15211720276626817
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,9,15,14,2.42,first,0.22814909813853804,0.18855297366821325,0.0973910937828551,0.09329991909320962,0.14935504814716039
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,9,15,14,2.42,second,0.771850901861462,0.6378933073235223,0.08201095049636739,0.0683938447307834,0.19030178502848116
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,10,15,14,1.96,first,0.24623074285369126,0.251255860054787,0.0966936123177772,0.09344224822567615,0.14358542209112746
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,10,15,14,1.96,second,0.7537692571463087,0.7691523032105191,0.07069839470561164,0.060189814787857586,0.15032813474061757
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,11,15,14,2.0,first,0.2336604995344341,0.2336604995344341,0.10509819897940717,0.10129420923622137,0.1629468532727243
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,11,15,14,2.0,second,0.7663395004655659,0.7663395004655659,0.07828624796821132,0.06691189361753465,0.15924485459306958
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,12,15,14,3.48,first,0.7628195574537524,0.43840204451365083,0.06157018470480499,0.05593414888638497,0.11008122243676854
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,12,15,14,3.48,second,0.2371804425462476,0.1363105991645101,0.08034672586403772,0.07223994648486315,0.12405561168328072
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,13,15,14,0.76,first,0.28676206865101167,0.7546370227658201,0.05905805690398845,0.051860269974686235,0.12056300218468596
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,13,15,14,0.76,second,0.7132379313489883,1.8769419246026007,0.043170977375387824,0.03478707342822724,0.12056300218468596
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,14,15,14,2.8,first,0.3843057371448785,0.2745040979606275,0.0898452951192394,0.0846987573437939,0.15864484482417907
singleonly_subject058_Chest_Press_(rack)_record0001,247,accel_z_g,14,15,14,2.8,second,0.6156942628551215,0.43978161632508683,0.0752289987331038,0.06727851378302781,0.17864437151808188
singleonly_subject059_Chest_Press_(rack)_record0001,248,accel_y_g,1,16,23,1.5,first,0.7884874900376077,1.0513166533834768,0.14105898319828555,0.11886989404718486,0.25817746645473727
singleonly_subject059_Chest_Press_(rack)_record0001,248,accel_y_g,1,16,23,1.5,second,0.21151250996239235,0.28201667994985646,0.08142515417948216,0.07370116971511705,0.1418316055164015
singleonly_subject059_Chest_Press_(rack)_record0001,248,accel_y_g,2,16,23,0.92,first,0.8069048015679704,1.7541408729738486,0.2529368225299496,0.1673120149021137,1.077113764271755
singleonly_subject059_Chest_Press_(rack)_record0001,248,accel_y_g,2,16,23,0.92,second,0.1930951984320296,0.4197721705044122,0.08330632283550804,0.06763442289333482,0.2413176288726564
singleonly_subject059_Chest_Press_(rack)_record0001,248,accel_y_g,3,16,23,0.92,first,0.5975123759336902,1.2989399476819352,0.14050097111203255,0.11445856623948984,0.2689483783760255
singleonly_subject059_Chest_Press_(rack)_record0001,248,accel_y_g,3,16,23,0.92,second,0.4024876240663098,0.8749730957963255,0.11573552359270985,0.10126070985953696,0.19267101168487666
singleonly_subject059_Chest_Press_(rack)_record0001,248,accel_y_g,4,16,23,0.74,first,0.6534347383173534,1.7660398332901444,0.067119763332003,0.056675788473477456,0.15155844321769663
singleonly_subject059_Chest_Press_(rack)_record0001,248,accel_y_g,4,16,23,0.74,second,0.34656526168264656,0.9366628694125583,0.09188625208613847,0.08594445277223349,0.14048262039085402
singleonly_subject059_Chest_Press_(rack)_record0001,248,accel_y_g,5,16,23,0.9,first,0.7053427750185425,1.5674283889300944,0.07019736564037964,0.05853468940851425,0.16376083578523604
singleonly_subject059_Chest_Press_(rack)_record0001,248,accel_y_g,5,16,23,0.9,second,0.2946572249814575,0.6547938332921278,0.06084320850487526,0.05319291319246205,0.10857733072235409
singleonly_subject059_Chest_Press_(rack)_record0001,248,accel_y_g,6,16,23,0.62,first,0.46314053983383424,1.4940017413994653,0.1378602251091649,0.12275802712947828,0.21360344986928637
singleonly_subject059_Chest_Press_(rack)_record0001,248,accel_y_g,6,16,23,0.62,second,0.5368594601661658,1.7318047102134382,0.08053023575494594,0.06662416581417326,0.19934761026858983
singleonly_subject059_Chest_Press_(rack)_record0001,248,accel_y_g,7,16,23,3.72,first,0.9858071610248904,0.5300038500133819,0.09885391047955219,0.08114859456475958,0.19630225632052622
singleonly_subject059_Chest_Press_(rack)_record0001,248,accel_y_g,7,16,23,3.72,second,0.01419283897510959,0.007630558588768596,0.1167197669812328,0.09638913388006305,0.21198295558701408
singleonly_subject059_Chest_Press_(rack)_record0001,248,accel_y_g,8,16,23,0.56,first,0.5308605958734122,1.8959306995479004,0.1365432031124206,0.12703142855698366,0.21181004944553916
singleonly_subject059_Chest_Press_(rack)_record0001,248,accel_y_g,8,16,23,0.56,second,0.46913940412658783,1.6754978718806706,0.06788289100989202,0.05172971618663019,0.1534863504459344
